ID,Title,Content,Short Description,Sku,Price,Regular Price,Sale Price,Total Sales,Eligibility,Next Highe Aassembly,OEM,OEM Part Number,TBQ,Categories
3089,P01182,Guide,Guide,2413b47b118c,6.87,6.87,,0,"A300 MODEL B2-1A, A300 MODEL B2-1C, A300 MODEL B4-2C, A300 MODEL B2K-3C, A300 MODEL B4-103, A300 MODEL B2-203, A300 MODEL B4-203, A310 MODEL 204, A310 MODEL 221, A310 MODEL 222, A310 MODEL 203, A310","801307 Series : OXYGEN CYLINDER ASSY., 897-series : CYLINDER AND VALVE ASSY.",Zodiac,10003580,no,"801307 Series : OXYGEN CYLINDER ASSY., 897-series : CYLINDER AND VALVE ASSY."
3090,P01183,"Guide, Spring","Guide, Spring",ea59275f7436,134.12,134.12,,0,"A330-203, A330-223, A330-243, A330-323, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313","3022053-000 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 3022053-001 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 971844 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 972630 : VARIABLE DISPLACEMENT HYDRAULIC",Eaton Vickers,623929,no,Uncategorized
3091,P01184,"Seal, Face","Seal, Face",e1c0596058ef,169.39,169.39,,1,"A330-203, A330-223, A330-243, A330-323, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313","3022053-000 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 3022053-001 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 971844 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 972630 : VARIABLE DISPLACEMENT HYDRAULIC",Eaton Vickers,890550,no,Uncategorized
3092,P01185,"Seal, Face","Seal, Face",3b9cc8617d19,165.78,165.78,,0,"A330-203, A330-223, A330-243, A330-323, A330-341, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313","3022053-000 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 3022053-001 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 971844 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 972630 : VARIABLE DISPLACEMENT HYDRAULIC",Eaton Vickers,890548,no,Uncategorized
3093,P01186,"Seal, Face","Seal, Face",7bd1bb6888a4,146.83,146.83,,5,"A330-203, A330-223, A330-243, A330-323, A330-341, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313","3022053-000 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 3022053-001 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 971844 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 972630 : VARIABLE DISPLACEMENT HYDRAULIC",Eaton Vickers,890547,no,Uncategorized
3094,P01187,"Seal, Face","Seal, Face",b52d89ee947c,157.37,157.37,,5,"A330-203, A330-223, A330-243, A330-323, A330-341, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313","3022053-000 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 3022053-001 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 971844 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 972630 : VARIABLE DISPLACEMENT HYDRAULIC",Eaton Vickers,894038,no,Uncategorized
3095,P01188,"Seal, Piston","Seal, Piston",7909a31af393,108,108,,0,"A330-203, A330-223, A330-243, A330-323, A330-341, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313","3022053-000 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 3022053-001 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 971844 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 972630 : VARIABLE DISPLACEMENT HYDRAULIC",Eaton Vickers,3029515-120,no,Uncategorized
3096,P01190,Seal,Seal,42dd2378f135,85.15,85.15,,3,"A310 MODEL 204, A310 MODEL 222, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-620, A300 MODEL B4-605R, 757-200, 767-200, 767-300, 767-400ER","519858-1 : ELECTRIC STARTER APU, 519858-3 : ELECTRIC STARTER APU, 519858-4 : ELECTRIC STARTER APU, 519858-5 : ELECTRIC STARTER APU, 519858-6 : ELECTRIC STARTER APU, 519858-7 : ELECTRIC ST",Honeywell,515203-1,no,Uncategorized
3097,P01191,Seal,Seal,95542b32eb88,86.94,86.94,,3,"A310 MODEL 204, A310 MODEL 222, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-620, A300 MODEL B4-605R, 757-200, 767-200, 767-300, 767-400ER","519858-1 : ELECTRIC STARTER APU, 519858-3 : ELECTRIC STARTER APU, 519858-4 : ELECTRIC STARTER APU, 519858-5 : ELECTRIC STARTER APU, 519858-6 : ELECTRIC STARTER APU, 519858-7 : ELECTRIC ST",Honeywell,515203-2,no,Uncategorized
3098,P01194,"Packing, Female","Packing, Female",433dc085846e,80.14,80.14,,0,"SA-365N, SA-365N1, AS-365N2, AS 365 N3","SC8033 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC8034 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC7282 : MAIN &amp; TAIL ROTOR SERVOCONTROL",Goodrich,800142,no,"SC8033 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC8034 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC7282 : MAIN &amp; TAIL ROTOR SERVOCONTROL"
3099,P01195,"Packing, Male","Packing, Male",6336d3ff4d4f,79.81,79.81,,0,"SA-365N, SA-365N1, AS-365N2, AS 365 N3","SC8033 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC8034 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC7282 : MAIN &amp; TAIL ROTOR SERVOCONTROL",Goodrich,800143,no,"SC8033 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC8034 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC7282 : MAIN &amp; TAIL ROTOR SERVOCONTROL"
3100,P01196,"Gasket, Square","Gasket, Square",375fb84c41b0,17.11,17.11,,0,"SA-365N, SA-365N1, AS-365N2, AS 365 N3","SC8033 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC8034 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC7282 : MAIN &amp; TAIL ROTOR SERVOCONTROL",Goodrich,800144,no,"SC8033 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC8034 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC7282 : MAIN &amp; TAIL ROTOR SERVOCONTROL"
3101,P01197,"Packing, Male","Packing, Male",fbfb331daf5e,63.25,63.25,,0,"SA-365N, SA-365N1, AS-365N2, AS 365 N3","SC8033 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC8034 : MAIN &amp; TAIL ROTOR SERVOCONTROL",Goodrich,800556,no,"SC8033 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC8034 : MAIN &amp; TAIL ROTOR SERVOCONTROL"
3102,P01198,"Packing, Male","Packing, Male",cc76b5ca8672,71.61,71.61,,0,"SA-365N, SA-365N1, AS-365N2, AS 365 N3",SC7282 - MAIN &amp; TAIL ROTOR SERVOCONTROL,Goodrich,801443 (218014430),no,SC7282 : MAIN &amp; TAIL ROTOR SERVOCONTROL
3103,P01202,Bolt,Bolt,933c99ac10bd,224.64,224.64,,0,757-200,LJ76376 - FIXED STRUCTURE ASSY - THRUST REVERSER,Goodrich,S700B1278-1,no,LJ76376 : FIXED STRUCTURE ASSY : THRUST REVERSER
3104,P01203,Impeller,Impeller,0c3d061c2393,808.96,808.96,,15,"A318-111, A318-112, A318-121, A318-122, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111,",14330-375 : VACUUM GENERATOR,Monogram Sanitation,2805419-1,no,14330-375 : VACUUM GENERATOR
3105,P01204,"Gasket, Fan","Gasket, Fan",e0ac4fce47ee,138.54,138.54,,21,"A318-111, A318-112, A318-121, A318-122, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111,",14330-375 : VACUUM GENERATOR,Monogram Sanitation,2805635-1,no,14330-375 : VACUUM GENERATOR
3106,P01205,"Gasket, Second Stage","Gasket, Second Stage",aac025f5d986,156.38,156.38,,22,"A318-111, A318-112, A318-121, A318-122, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111,",14330-375 : VACUUM GENERATOR,Monogram Sanitation,2805636-1,no,14330-375 : VACUUM GENERATOR
3107,P01206,"Ball Bearing, Sealed","Ball Bearing, Sealed",2818ef708570,785.77,785.77,,4,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131,",14330-375 : VACUUM GENERATOR,Monogram Sanitation,2805159-1,no,14330-375 : VACUUM GENERATOR
3108,P01207,Ball Bearing,Ball Bearing,835f207db63e,10000,10000,,0,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131,",14330-375 : VACUUM GENERATOR,Monogram Sanitation,2044045-1,yes,14330-375 : VACUUM GENERATOR
3109,P01208,Retainer,Retainer,6d8b85d41947,175.1,175.1,,0,"A318-111, A318-112, A318-121, A318-122, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111,",14330-375 : VACUUM GENERATOR,Monogram Sanitation,67410381-1,no,14330-375 : VACUUM GENERATOR
3110,P01209,"Nut, Self Locking","Nut, Self Locking",cf69b1a68dbc,98.29,98.29,,18,"A318-111, A318-112, A318-121, A318-122, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111,",14330-375 : VACUUM GENERATOR,Monogram Sanitation,S078941,no,14330-375 : VACUUM GENERATOR
3111,P01210,"Seal Assy, Bearing","Seal Assy, Bearing",7b9295819183,312.04,312.04,,0,"A318-111, A318-112, A318-121, A318-122, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111,",14330-375 : VACUUM GENERATOR,Monogram Sanitation,2805579-1,no,14330-375 : VACUUM GENERATOR
3112,P01211,"Seal, Segmented","Seal, Segmented",7d0e76c8dcc3,1090.48,1090.48,,2,"A318-111, A318-112, A318-121, A318-122, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111,",14330-375 : VACUUM GENERATOR,Monogram Sanitation,2805580-1,no,14330-375 : VACUUM GENERATOR
3113,P01214,"Strip, Sealing","Strip, Sealing",ec4cd79c5fa6,10000,10000,,0,"PW2037, PW2040",PW2000 - TURBINE ENGINE,Pratt &amp; Whitney,A8A1563,yes,PW2000 : TURBINE ENGINE
3114,P01215,"Seal, HPT Duct","Seal, HPT Duct",837b1cff34cd,4.19,4.19,,0,"PW2037, PW2040",PW2000 - TURBINE ENGINE,Pratt &amp; Whitney,1A7647,no,PW2000 : TURBINE ENGINE
3115,P01217,"Nut Plate, Self Locking","Nut Plate, Self Locking",396d7c5cbf5b,6.9,6.9,,0,"PW2037, PW2040",PW2000 - TURBINE ENGINE,Pratt &amp; Whitney,ST1377-03 / 753982,no,PW2000 : TURBINE ENGINE
3116,P01218,"Seal, HPT Duct","Seal, HPT Duct",990c623c688a,3.39,3.39,,0,"PW2037, PW2040",PW2000 - TURBINE ENGINE,Pratt &amp; Whitney,1A7654,no,PW2000 : TURBINE ENGINE
3117,P01219,"Bushing, Sleeve","Bushing, Sleeve",0be9f74f829e,36.75,36.75,,0,"PW2037, PW2040",PW2000 - TURBINE ENGINE,Pratt &amp; Whitney,1B3768,no,PW2000 : TURBINE ENGINE
3118,P01220,"Washer, Dimpled","Washer, Dimpled",1fcf1aa068cc,4.37,4.37,,0,"PW2037, PW2040, PW4050, PW4052, PW4056, PW4060, PW4060A, PW4060C, PW4062A, PW4152, PW4156, PW4156A, PW4158, PW4460, PW4462",PW2000 - TURBINE ENGINE,Pratt &amp; Whitney,51D249,no,PW2000 : TURBINE ENGINE
3119,P01226,"Plate, Diffuser","Plate, Diffuser",dd0d293cda67,235.43,235.43,,2,"A318-111, A318-112, A318-121, A318-122, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111,",14330-375 : VACUUM GENERATOR,Monogram Sanitation,2805278-1,no,14330-375 : VACUUM GENERATOR
3120,P01227,"Housing Assy, Deswirl","Housing Assy, Deswirl",4d56010ef1dd,987.91,987.91,,3,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,",14330-375 : VACUUM GENERATOR,Monogram Sanitation,2805490-4,no,14330-375 : VACUUM GENERATOR
3121,P01228,"Cover Assy, Inlet","Cover Assy, Inlet",44dbacdefd1b,931.11,931.11,,13,"A318-111, A318-112, A318-121, A318-122, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111,",14330-375 : VACUUM GENERATOR,Monogram Sanitation,2805577-1,no,14330-375 : VACUUM GENERATOR
3122,P01229,Release Mechanism (-17),Release Mechanism (-17),d392cd7bc223,7873.95,7873.95,,0,"767-200, 767-300","416T2003-14 : PACKBOARD ASSEMBLY, 416T2003-15 : PACKBOARD ASSEMBLY, 416T2003-25 : PACKBOARD ASSEMBLY, 416T2003-26 : PACKBOARD ASSEMBLY, 416T2003-29 : PACKBOARD ASSEMBLY, 416T2003-30 : PAC",Boeing,416T2003-17,no,Uncategorized
3123,P01230,Release Mechanism (-18),Release Mechanism (-18),2a363b771046,7873.95,7873.95,,0,"767-200, 767-300","416T2003-14 : PACKBOARD ASSEMBLY, 416T2003-15 : PACKBOARD ASSEMBLY, 416T2003-25 : PACKBOARD ASSEMBLY, 416T2003-26 : PACKBOARD ASSEMBLY, 416T2003-29 : PACKBOARD ASSEMBLY, 416T2003-30 : PAC",Boeing,416T2003-18,no,Uncategorized
3124,P01239,"Bellcrank, Valve","Bellcrank, Valve",6e297fa02cc2,482.9,482.9,,0,"CF6-80A, CF6-80A1, CF6-80A2, CF6-80A3, CF6-80C2A1, CF6-80C2A2, CF6-80C2A3, CF6-80C2A5, CF6-80C2A8, CF6-80C2L1F, CF6-80C2B1, CF6-80C2B2, CF6-80C2B4, CF6-80C2B6, CF6-80C2B1F, CF6-80C2B2F, CF6-80C2B3F,",0,General Electric,9381M68G01,no,Uncategorized
3125,P01252,Cross-Piece,Cross-Piece,759e9f03e67a,1048.97,1048.97,,0,"SA-365N, SA-365N1, AS-365N2, AS 365 N3",SC7283 - TAIL ROTOR SERVOCONTROL,Goodrich,4000U025,no,SC7283 : TAIL ROTOR SERVOCONTROL
3126,P01253,Pin,Pin,91cbaeca9491,329.87,329.87,,0,"SA-365N, SA-365N1, AS-365N2, AS 365 N3","SC8033 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC8034 : MAIN &amp; TAIL ROTOR SERVOCONTROL",Goodrich,801346 (288013460),no,"SC8033 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC8034 : MAIN &amp; TAIL ROTOR SERVOCONTROL"
3127,P01254,Seal,Seal,4034e0c5b45e,785.15,785.15,,2,"A330-203, A330-223, A330-243, A330-323, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313","2205630-2 : AIR CYCLE MACHINE, 2205630-3 : AIR CYCLE MACHINE, 983A0000-02 : AIR CYCLE MACHINE, 983A0000-03 : AIR CYCLE MACHINE",Honeywell,2219691-1,no,"2205630-2 : AIR CYCLE MACHINE, 2205630-3 : AIR CYCLE MACHINE, 983A0000-02 : AIR CYCLE MACHINE, 983A0000-03 : AIR CYCLE MACHINE"
3128,P01255,Seal,Seal,77cfd79d4c47,250,250,,0,"A330-203, A330-223, A330-243, A330-323, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313, 757-200, 767-200, 767-300","2205630-2 : AIR CYCLE MACHINE, 2205630-3 : AIR CYCLE MACHINE, 983A0000-02 : AIR CYCLE MACHINE, 983A0000-03 : AIR CYCLE MACHINE, 680640-3 : AIR CYCLE MACHINE, 680640-4 : AIR CYCLE MACHINE",Honeywell,2205439-2,no,"2205630-2 : AIR CYCLE MACHINE, 2205630-3 : AIR CYCLE MACHINE, 983A0000-02 : AIR CYCLE MACHINE, 983A0000-03 : AIR CYCLE MACHINE, 680640-3 : AIR CYCLE MACHINE, 680640-4 : AIR CYCLE MACHINE"
3129,P01256,"Shaft, Thrust","Shaft, Thrust",36eed67f6a86,3262.49,3262.49,,0,"A330-203, A330-223, A330-243, A330-323, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313","2205630-2 : AIR CYCLE MACHINE, 2205630-3 : AIR CYCLE MACHINE, 983A0000-02 : AIR CYCLE MACHINE, 983A0000-03 : AIR CYCLE MACHINE",Honeywell,2206455-1,no,"2205630-2 : AIR CYCLE MACHINE, 2205630-3 : AIR CYCLE MACHINE, 983A0000-02 : AIR CYCLE MACHINE, 983A0000-03 : AIR CYCLE MACHINE"
3130,P01257,"Impeller, Axial","Impeller, Axial",1c347065a2c2,10000,10000,,0,"A330-203, A330-223, A330-243, A330-323, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313","2205630-2 : AIR CYCLE MACHINE, 2205630-3 : AIR CYCLE MACHINE, 983A0000-02 : AIR CYCLE MACHINE, 983A0000-03 : AIR CYCLE MACHINE",Honeywell,2205576-1,yes,"2205630-2 : AIR CYCLE MACHINE, 2205630-3 : AIR CYCLE MACHINE, 983A0000-02 : AIR CYCLE MACHINE, 983A0000-03 : AIR CYCLE MACHINE"
3131,P01258,"Plate, Thrust","Plate, Thrust",607e59563c79,3110.81,3110.81,,0,"A330-203, A330-223, A330-243, A330-323, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313","2205630-2 : AIR CYCLE MACHINE, 2205630-3 : AIR CYCLE MACHINE, 983A0000-02 : AIR CYCLE MACHINE, 983A0000-03 : AIR CYCLE MACHINE",Honeywell,2205578-3,no,"2205630-2 : AIR CYCLE MACHINE, 2205630-3 : AIR CYCLE MACHINE, 983A0000-02 : AIR CYCLE MACHINE, 983A0000-03 : AIR CYCLE MACHINE"
3132,P01259,"Shaft, Thrust","Shaft, Thrust",64cf9e2ca36b,5086,5086,,0,"A330-203, A330-223, A330-243, A330-323, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313","2205330-2 : AIR CYCLE MACHINE, 965A0000-02 : AIR CYCLE MACHINE",Honeywell,2219667-2,no,"2205330-2 : AIR CYCLE MACHINE, 965A0000-02 : AIR CYCLE MACHINE"
3133,P01260,Plate,Plate,50267b335542,322.58,322.58,,1,"A330-203, A330-223, A330-243, A330-323, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313","2205630-2 : AIR CYCLE MACHINE, 2205630-3 : AIR CYCLE MACHINE, 983A0000-02 : AIR CYCLE MACHINE, 983A0000-03 : AIR CYCLE MACHINE",Honeywell,2205437-1,no,"2205630-2 : AIR CYCLE MACHINE, 2205630-3 : AIR CYCLE MACHINE, 983A0000-02 : AIR CYCLE MACHINE, 983A0000-03 : AIR CYCLE MACHINE"
3134,P01261,Shroud,Shroud,d4267135189f,474.22,474.22,,0,"A330-203, A330-223, A330-243, A330-323, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313","2205330-2 : AIR CYCLE MACHINE, 965A0000-02 : AIR CYCLE MACHINE",Honeywell,681648-1,no,"2205330-2 : AIR CYCLE MACHINE, 965A0000-02 : AIR CYCLE MACHINE"
3135,P01262,Flange,Flange,95fac6ced883,1420.59,1420.59,,0,"A330-203, A330-223, A330-243, A330-323, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313","2205330-2 : AIR CYCLE MACHINE, 965A0000-02 : AIR CYCLE MACHINE",Honeywell,681636-1,no,"2205330-2 : AIR CYCLE MACHINE, 965A0000-02 : AIR CYCLE MACHINE"
3136,P01263,Flange,Flange,5b379a69f2e6,1284.21,1284.21,,0,"A330-203, A330-223, A330-243, A330-323, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313","2205630-2 : AIR CYCLE MACHINE, 2205630-3 : AIR CYCLE MACHINE, 983A0000-02 : AIR CYCLE MACHINE, 983A0000-03 : AIR CYCLE MACHINE",Honeywell,2204077-1,no,"2205630-2 : AIR CYCLE MACHINE, 2205630-3 : AIR CYCLE MACHINE, 983A0000-02 : AIR CYCLE MACHINE, 983A0000-03 : AIR CYCLE MACHINE"
3137,P01264,Diffuser,Diffuser,c0e15c4d2530,4490.26,4490.26,,0,"A330-203, A330-223, A330-243, A330-323, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313","2205630-2 : AIR CYCLE MACHINE, 2205630-3 : AIR CYCLE MACHINE, 983A0000-02 : AIR CYCLE MACHINE, 983A0000-03 : AIR CYCLE MACHINE",Honeywell,2205989-1,no,"2205630-2 : AIR CYCLE MACHINE, 2205630-3 : AIR CYCLE MACHINE, 983A0000-02 : AIR CYCLE MACHINE, 983A0000-03 : AIR CYCLE MACHINE"
3138,P01266,"Rod, Piston","Rod, Piston",8c1fc9a2b1d1,10000,10000,,0,"SA-365N, SA-365N1, AS-365N2, AS 365 N3","SC8033 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC8034 : MAIN &amp; TAIL ROTOR SERVOCONTROL",Goodrich,800445,yes,"SC8033 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC8034 : MAIN &amp; TAIL ROTOR SERVOCONTROL"
3139,P01267,"Bush, Shouldered","Bush, Shouldered",f071a0de2f8b,10000,10000,,0,"SA-365N, SA-365N1, AS-365N2, AS 365 N3","SC8033 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC8034 : MAIN &amp; TAIL ROTOR SERVOCONTROL",Goodrich,800237,yes,"SC8033 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC8034 : MAIN &amp; TAIL ROTOR SERVOCONTROL"
3140,P01268,"Washer, Lock","Washer, Lock",ed3860485f02,10000,10000,,0,"SA-365N, SA-365N1, AS-365N2, AS 365 N3","SC8033 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC8034 : MAIN &amp; TAIL ROTOR SERVOCONTROL",Goodrich,800238,yes,"SC8033 : MAIN &amp; TAIL ROTOR SERVOCONTROL, SC8034 : MAIN &amp; TAIL ROTOR SERVOCONTROL"
3141,P01269,"Shaft, Fan","Shaft, Fan",86a534a590a7,2139.97,2139.97,,1,"A330-203, A330-223, A330-243, A330-323, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313","2205630-2 : AIR CYCLE MACHINE, 2205630-3 : AIR CYCLE MACHINE, 983A0000-02 : AIR CYCLE MACHINE, 983A0000-03 : AIR CYCLE MACHINE",Honeywell,2205996-1,no,"2205630-2 : AIR CYCLE MACHINE, 2205630-3 : AIR CYCLE MACHINE, 983A0000-02 : AIR CYCLE MACHINE, 983A0000-03 : AIR CYCLE MACHINE"
3142,P01270,"Plate Assembly, Thrust","Plate Assembly, Thrust",dd5736793e68,10000,10000,,0,"A330-203, A330-223, A330-243, A330-323, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313","2205630-2 : AIR CYCLE MACHINE, 2205630-3 : AIR CYCLE MACHINE, 983A0000-02 : AIR CYCLE MACHINE, 983A0000-03 : AIR CYCLE MACHINE",Honeywell,2205578-1,yes,"2205630-2 : AIR CYCLE MACHINE, 2205630-3 : AIR CYCLE MACHINE, 983A0000-02 : AIR CYCLE MACHINE, 983A0000-03 : AIR CYCLE MACHINE"
3143,P01271,"Seal, Turbine","Seal, Turbine",9b60936f5a26,407,407,,1,"A330-203, A330-223, A330-243, A330-323, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313","2205630-2 : AIR CYCLE MACHINE, 2205630-3 : AIR CYCLE MACHINE, 983A0000-02 : AIR CYCLE MACHINE, 983A0000-03 : AIR CYCLE MACHINE",Honeywell,2205673-1,no,"2205630-2 : AIR CYCLE MACHINE, 2205630-3 : AIR CYCLE MACHINE, 983A0000-02 : AIR CYCLE MACHINE, 983A0000-03 : AIR CYCLE MACHINE"
3144,P01274,"Cup Washer, NDE","Cup Washer, NDE",83493930ff0b,684.16,684.16,,0,"A330-203, A330-223, A330-243, A330-323, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313, A340-642","BA04103 (5910139) : AC GENERATOR, BA04104 (5912833) : AC GENERATOR, BA04105 : AC GENERATOR",Goodrich,81205703,no,"BA04103 (5910139) : AC GENERATOR, BA04104 (5912833) : AC GENERATOR, BA04105 : AC GENERATOR"
3145,P01275,"Cup Washer, DE","Cup Washer, DE",611eb1fddb03,571.33,571.33,,0,"A330-203, A330-223, A330-243, A330-323, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313, A340-642","BA04103 (5910139) : AC GENERATOR, BA04104 (5912833) : AC GENERATOR, BA04105 : AC GENERATOR",Goodrich,81205710,no,"BA04103 (5910139) : AC GENERATOR, BA04104 (5912833) : AC GENERATOR, BA04105 : AC GENERATOR"
3146,P01276,"Diverter, Flow","Diverter, Flow",e86c2085d313,322.33,322.33,,1,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,",14330-375 : VACUUM GENERATOR,Monogram Sanitation,2805298-1,no,14330-375 : VACUUM GENERATOR
3147,P01277,Seal,Seal,2c50bda44b38,36.03,36.03,,0,"A300 MODEL B2-1A, A300 MODEL B2-1C, A300 MODEL B4-2C, A300 MODEL B2K-3C, A300 MODEL B4-103, A300 MODEL B2-203, A300 MODEL B4-203, DC-10-10, DC-10-40, DC-10-30, DC-10-30F (KC-10A, KDC-10), DC-10-10F,","3800396-1 : AUXILIARY POWER UNIT, 380944-1 : TWIN SPOOL PNEUMATIC AND SHAFT POWER GAS TURBINE ENGINE, 381026-2 : TWIN SPOOL PNEUMATIC AND SHAFT POWER GAS TURBINE ENGINE, TSCP700 : APU",Honeywell,3614496-1,no,"3800396-1 : AUXILIARY POWER UNIT, 380944-1 : TWIN SPOOL PNEUMATIC AND SHAFT POWER GAS TURBINE ENGINE, 381026-2 : TWIN SPOOL PNEUMATIC AND SHAFT POWER GAS TURBINE ENGINE, TSCP700 : APU"
3148,P01278,"Diaphragm, Air","Diaphragm, Air",77452a2f71a5,59.16,59.16,,37,"A300 MODEL B2-1A, A300 MODEL B2-1C, A300 MODEL B4-2C, A300 MODEL B2K-3C, A300 MODEL B4-103, A300 MODEL B2-203, A300 MODEL B4-203, A310 MODEL 204, A310 MODEL 221, A310 MODEL 222, A310 MODEL 203, A310","""979806 : 4"" SURGE CONTROL VALVE""",Honeywell,3169899-2,no,"""979806 : 4"" SURGE CONTROL VALVE"""
